6287865563490,Inda Mart,2025-08-28T04:26:33.229Z
6287765494728,INDAH JAYA,2025-08-28T04:27:06.272Z
6281236114656,INDAH JAYA,2025-08-28T04:27:39.266Z
6285954144022,Indo 24 jam,2025-08-28T04:28:12.302Z
628123615168,Indra Home Store,2025-08-28T04:28:45.327Z
6287855715061,INDRA JAYA,2025-08-28T04:29:18.334Z
6281339007203,Indra Ponsel 1,2025-08-28T04:29:51.355Z
6281339007203,Indra Ponsel 2,2025-08-28T04:30:25.179Z
6285857435253,INOZ,2025-08-28T04:30:58.257Z
6282341439208,IPANK MART,2025-08-28T04:31:37.637Z
6281529353409,J MART,2025-08-28T04:32:16.956Z
6281339556727,Jala-Jala Steak,2025-08-28T04:32:53.094Z
6285338081188,Jati Boga,2025-08-28T04:33:32.340Z
6285829624001,JCC,2025-08-28T04:34:17.863Z
6285237489899,JCC (JAMBENG CHICKEN CRISPY),2025-08-28T04:34:50.878Z
6282144037699,Jelih Fotocopy,2025-08-28T04:35:24.020Z
6281703563553,JELITA,2025-08-28T04:35:57.085Z
6287860250777,Jembrana Seafood Corner,2025-08-28T04:36:30.151Z
6281916132634,JEPUN BALI,2025-08-28T06:10:59.079Z
6285239524120,JEPUN MART,2025-08-28T06:11:32.126Z
6281936044376,Jero Terade,2025-08-28T06:12:05.399Z
6281337980501,JFC,2025-08-28T06:12:38.458Z
6281936212518,JFC ABIANBASE,2025-08-28T06:13:11.480Z
6281337253597,JFC ABIANSEMAL,2025-08-28T06:13:44.464Z
6285237754261,JFC ANTASURA,2025-08-28T06:14:17.443Z
6288219361154,JFC Antiga,2025-08-28T06:14:50.476Z
6281389999792,JFC Bantas,2025-08-28T06:15:23.629Z
6287761533144,JFC BB Agung,2025-08-28T06:15:56.668Z
6283114934862,JFC BELAHBATUH,2025-08-28T06:16:29.750Z
6287861586799,JFC GATSU 6,2025-08-28T06:17:06.342Z
6285237032227,JFC GOA LAWAH,2025-08-28T06:17:39.354Z
6285237754261,JFC KARTINI,2025-08-28T06:18:12.116Z
6281805444988,JFC KEDEWATAN,2025-08-28T06:18:45.110Z
6285933746311,JFC KESAMBI,2025-08-28T06:19:18.104Z
6281237073133,JFC Padangkerta,2025-08-28T06:20:00.321Z
6287861823499,JFC PAYANGAN,2025-08-28T06:20:33.408Z
6285337467676,JFC PEMARON MUNGGU,2025-08-28T06:21:06.671Z
6285237167847,JFC PENARUNGAN,2025-08-28T06:21:39.768Z
6281337341421,JFC POH GADING,2025-08-28T06:22:13.157Z
6285230777363,JFC PULAU GALANG,2025-08-28T06:22:46.141Z
6281337017363,JFC Sembung,2025-08-28T06:23:22.303Z
6289664104848,JFC SERANGAN,2025-08-28T06:23:58.398Z
6281236456700,Jihan Cell/ Nurhayati,2025-08-28T06:24:37.605Z
6285338744360,JJ CELL,2025-08-28T06:25:10.789Z
6282147177308,JR MART,2025-08-28T06:25:50.731Z
6285792572838,Juni Percetakan,2025-08-28T06:26:27.140Z
6281338888782,JUNNE CELL,2025-08-28T06:27:00.246Z
6281338522031,JUNO'S MINIMART,2025-08-28T06:27:34.046Z
6285739915155,K Cell,2025-08-28T06:28:07.127Z
6285215616446,KACONG MART,2025-08-28T06:28:40.161Z
6283895725575,KACONG SEMBAKO,2025-08-28T06:29:13.227Z
6283119115093,Kali Cell,2025-08-28T06:29:49.400Z
6289606418300,KALIMUTU GROSIR,2025-08-28T06:30:23.275Z
6281558099795,KANTIM AL HIJRIYAH ,2025-08-28T06:30:56.788Z
6287762692505,Kantin 1 SMP N 1 MELAYA,2025-08-28T06:31:29.976Z
6285739111878,KANTIN 5 SMK WIRA HARAPAN,2025-08-28T06:32:03.136Z
628123902936,Kantin Dimas,2025-08-28T06:32:42.299Z
6282236165444,KANTIN IDB BALI,2025-08-28T06:33:18.513Z
6282146178991,KANTIN JASDAM,2025-08-28T06:33:51.582Z
6281337620005,KANTIN JAYA WISATA ,2025-08-28T06:34:24.640Z
6281337520337,KANTIN JB  SCHOOL,2025-08-28T06:34:57.649Z
6285339817017,KANTIN KPK,2025-08-28T06:35:33.871Z
6281246613450,KANTIN KSU KERTASARI SEDANA,2025-08-28T06:36:07.050Z
62817344899,KANTIN MAHAGANESHA,2025-08-28T06:36:43.211Z
6282331100717,KANTIN MANDIRI,2025-08-28T06:37:16.524Z
6289677461806,KANTIN MASJID FURQON MART,2025-08-28T06:37:49.551Z
6289605000400,KANTIN MUHAMMADIYAH 3,2025-08-28T06:38:25.702Z
6287862508222,KANTIN PELANGI SMK 5,2025-08-28T06:39:02.526Z
6285339641709,Kantin Persada,2025-08-28T06:39:35.638Z
6285933267593,KANTIN SD 2 GIANYAR,2025-08-28T06:40:18.592Z
6285238189481,KANTIN SD 3 DALUNG,2025-08-28T06:40:51.663Z
6285737106227,KANTIN SD 5 KAPAL ,2025-08-28T06:41:24.801Z
6281338862200,KANTIN SD NEGERI 22 DAUH PURI,2025-08-28T06:41:57.852Z
6281936215508,KANTIN SD NO. 6 KUTA,2025-08-28T06:42:30.891Z
6281239978889,KANTIN SDN 03 TUBAN,2025-08-28T06:43:04.003Z
6282144856292,KANTIN SDN 3 BATUR,2025-08-28T06:43:37.064Z
6281338849122,KANTIN SDN 5 KAWAN,2025-08-28T06:44:10.149Z
6285739733469,KANTIN SMK BALI DEWATA,2025-08-28T06:44:46.308Z
6281936570499,KANTIN SMP 3 KUTA,2025-08-28T06:45:19.461Z
6285333565562,Kantin SMP N 3 Bebandem,2025-08-28T06:45:52.630Z
6282145423720,KANTIN SMP PANCASILA CANGGU ,2025-08-28T06:46:25.707Z
62816579081,KARISMA JAYA GROSIR,2025-08-28T06:46:58.728Z
6285280749219,Kasih Cell,2025-08-28T06:47:34.934Z
6287853155157,Kastara Cell,2025-08-28T06:48:08.061Z
6281236106274,KAWI JAYA MINI MART,2025-08-28T06:48:41.128Z
6287760231719,Kawi Mart,2025-08-28T06:49:14.234Z
6287861887544,Kawi Mart 2,2025-08-28T06:49:47.265Z
6287861887544,Kawi Mart 3,2025-08-28T06:50:20.287Z
6283114591547,Kedai Amanina,2025-08-28T06:50:56.564Z
6285253652121,Kedai Arafah,2025-08-28T06:51:29.683Z
6281338367533,KEDAI BAKSO BISMILLAH ,2025-08-28T06:52:02.808Z
6281211161262,Kedai Devi,2025-08-28T06:52:35.819Z
6281236781495,KEDAI RHISMA,2025-08-28T06:53:08.859Z
6281337136388,Kedai Sayur Buk Yani,2025-08-28T06:53:41.925Z
628123968610,KEMBANG SARI,2025-08-28T06:54:15.015Z
6285857668127,Kembar Cell,2025-08-28T06:54:48.063Z
6283897897514,KEMBAR FC,2025-08-28T06:55:21.734Z
6285739009327,Kembar Jaya Mart banjar tengah,2025-08-28T06:55:57.896Z
6282340007674,Kencana Mart,2025-08-28T06:56:30.948Z
6281337202108,Kerambitan Grosir,2025-08-28T06:57:04.112Z
6281338200582,KERTA MART,2025-08-28T06:57:37.317Z
